id,text,created_at,lang,author_id,retweet_count,urls
1577004497683238912,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:35:46Z,pt,1351943463856648197,32,[]
1577004354288357376,"Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almirondesign

#StrangerThings #StrangerThings4 https://t.co/OQyi8MFgOK",2022-10-03T18:35:12Z,pt,754099107065655297,32,['https://t.co/OQyi8MFgOK']
1576984090922057728,"Oi papai Noel, queria te lembra que o natal está chegando e já escolhi meu presente .. Essa é a foto do que eu quero de natal! Grata! 

📸 Via Pinterest 

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 https://t.co/jKwxV22umm",2022-10-03T17:14:40Z,pt,1555165071596216322,0,['https://t.co/jKwxV22umm']
1576961857872867328,"Amigaaaaa, Behave!! Sii controla mulher! hahaha 

Joe com uma fã em Paris! 

📹 @josephquinn_ca 

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 #strangerthingsbrasil #lesmiserables #makeupmovie #kin https://t.co/mU1p7wFAVT",2022-10-03T15:46:20Z,pt,1555165071596216322,0,['https://t.co/mU1p7wFAVT']
1576960123662004224,"Aquele momento fofíssimo do Joe com os colegas de elenco de Lés Miserables! 🥰

📸 Via Pinterest 

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 #strangerthingsbrasil #lesmiserables https://t.co/VGS0rDupyz",2022-10-03T15:39:26Z,pt,1555165071596216322,0,['https://t.co/VGS0rDupyz']
1576959968619601920,"RT @jqfbrazil: E esse vídeo promo de Stranger Things 4? Lembravam dele? 
Precisa ser exaltado 🤤😍

#josephquinn #eddiemunson #strangerthings…",2022-10-03T15:38:49Z,pt,1478171048436768769,2,[]
1576912201256153088,"RT @josephquinnbr_2: “É insano, é minha primeira Fashion Week, realmente não sei o que vem por aí.”

📹 Via Pinterest / Joseph na Paris Fash…",2022-10-03T12:29:01Z,pt,1544399462558273536,1,[]
1576907325117706240,"“É insano, é minha primeira Fashion Week, realmente não sei o que vem por aí.”

📹 Via Pinterest / Joseph na Paris Fashion Week, desfile Christian Dior 

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 https://t.co/I3N9dPy09a",2022-10-03T12:09:38Z,pt,1555165071596216322,1,['https://t.co/I3N9dPy09a']
1576868032684601344,"@miryanondina @irene_djasara paga então, quero assistir #StrangerThings4  😑",2022-10-03T09:33:30Z,pt,294131798,0,[]
1576820743916032002,RT @josephquinnbr_2: Venham ver a maravilhosa @/jessie.r.p falando um pouco sobre o sotaque britânico do Joseph e os outros sotaques que el…,2022-10-03T06:25:35Z,pt,35170877,2,[]
